Id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2312,439990,3,2.5,1930,1348,2,0,0,3,1300,630,2005,0,3433 21st Ave W,Seattle,WA 98199,USA
2313,549000,4,2.25,2740,88426,2,0,0,3,2740,0,1991,0,14324 250th Pl SE,Issaquah,WA 98027,USA
2314,700000,5,2.75,3100,9825,2,0,2,4,3100,0,1950,1982,4251 NE 125th St,Seattle,WA 98125,USA
2315,499950,5,3.5,3200,43560,2,0,0,3,3200,0,1989,0,18460 SE 143rd St,Renton,WA 98059,USA
2316,429900,4,2.5,2640,8625,2,0,0,3,2640,0,1987,2000,14007 SE 159th Pl,Renton,WA 98058,USA
2317,743000,3,1.75,2110,11250,1,0,0,4,2110,0,1961,2001,9201-9231 SE 70th Pl,Mercer Island,WA 98040,USA
2318,450000,5,2.5,2850,209523,1,0,0,4,1930,920,1925,1968,23211 190th Ave SE,Renton,WA 98058,USA
2319,543000,3,2.25,1240,949,3,0,0,3,1240,0,2008,0,3455 Meridian Ave N,Seattle,WA 98103,USA
2320,235000,4,2.5,1810,39639,1,0,0,3,1230,580,1970,2014,17421 SE Covington Sawyer Rd,Kent,WA 98042,USA
2321,780000,3,3,2520,2152,1.5,0,0,3,1560,960,1925,2006,1906 11th Ave W,Seattle,WA 98119,USA
2322,280000,3,1,1330,20562,1.5,0,0,3,1330,0,1959,1989,13219 424th Ave SE,North Bend,WA 98045,USA
2323,299950,3,2.5,1870,7942,2,0,0,3,1870,0,1990,2009,4313 S 289th Pl,Auburn,WA 98001,USA
2324,300000,3,1,910,7700,1,0,0,4,910,0,1971,0,14200-14230 77th Ave NE,Kirkland,WA 98034,USA
2325,530000,4,2.25,2210,7665,2,0,0,4,2210,0,1968,0,12807 SE 67th St,Bellevue,WA 98006,USA
2326,493000,4,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0,12039 NE 145th St,Kirkland,WA 98034,USA
2327,599000,4,2.5,2790,230868,2,0,0,3,2790,0,1989,0,18905 240th Ave NE,Woodinville,WA 98077,USA
2328,297950,3,2,1240,10800,1,0,0,3,1240,0,1967,2010,17109 139th Pl SE,Renton,WA 98058,USA
2329,350000,4,1.75,2250,13515,1,0,0,4,2150,100,1940,2001,468 Scenic Way,Kent,WA 98030,USA
2330,350000,3,2.5,2680,7836,2,0,0,3,2680,0,1990,2009,31456 117th Pl SE,Auburn,WA 98092,USA
2331,205000,3,1,1230,8750,1,0,0,3,1230,0,1965,1993,30640-30650 1st Pl S,Federal Way,WA 98003,USA
2332,135000,1,1,790,13062,1,0,0,3,790,0,1942,1999,1641 S 124th St,Seattle,WA 98168,USA
2333,107500,4,1.5,1590,131551,1,0,3,4,1590,0,1966,0,23819 SE 384th St,Enumclaw,WA 98022,USA
2334,660000,3,1.75,1320,5750,1.5,0,0,5,1320,0,1918,0,2121 46th Ave SW,Seattle,WA 98116,USA
2335,205000,3,1.75,1170,8239,1,0,0,3,1170,0,1981,2013,26118 189th Ct SE,Covington,WA 98042,USA
2336,317061.875,3,1.75,1280,10716,1,0,0,4,1280,0,1969,0,14201-14211 146th Pl SE,Renton,WA 98059,USA
2337,234950,3,1,1360,9948,1,0,0,3,1360,0,1977,2004,21612 SE 290th Ct,Black Diamond,WA 98010,USA
2338,515500,4,2.5,2920,7700,2,0,0,3,2920,0,2003,0,14821 272nd Pl NE,Duvall,WA 98019,USA
2339,499950,3,2.5,2370,12753,2,0,0,3,2370,0,2001,0,26508 NE Kennedy Dr,Duvall,WA 98019,USA
2340,297000,5,2.5,1970,8605,2,0,0,4,1970,0,1994,0,419 Wetherbee Ln,Enumclaw,WA 98022,USA
2341,870000,4,2.75,2840,4000,1.5,0,0,5,1960,880,1912,0,2019 33rd Ave S,Seattle,WA 98144,USA
2342,280000,3,1,1090,10710,1,0,0,4,1090,0,1962,0,1048 Redmond Ave NE,Renton,WA 98056,USA
2343,1014250,3,1,1640,12855,1.5,0,0,5,1500,140,1920,0,720 96th Ave NE,Bellevue,WA 98004,USA
2344,530000,4,2.75,2450,15002,1,0,0,5,2450,0,1974,0,404 SW 197th St,Normandy Park,WA 98166,USA
2345,624800,3,2,2250,14274,1,0,0,4,1500,750,1964,0,3726 Gallagher Hill Rd,Mercer Island,WA 98040,USA
2346,463000,3,1.75,1710,7320,1,0,0,3,1710,0,1948,1994,Burke-Gilman Trail,Lake Forest Park,WA 98155,USA
2347,485000,3,2.5,1580,6065,2,0,0,3,1580,0,1985,0,24025 SE 42nd St,Issaquah,WA 98029,USA
2348,225000,3,2.5,2000,9202,2,0,0,4,2000,0,1992,0,21227 SE 278th Way,Maple Valley,WA 98038,USA
2349,749950,4,2.75,3110,35235,2,0,0,4,3110,0,1983,0,18230 NE 146th Way,Woodinville,WA 98072,USA
2350,660000,3,3.25,1980,2850,3,0,0,3,1980,0,1987,2000,4318 Corliss Ave N,Seattle,WA 98103,USA
2351,415000,3,1.75,1960,5000,1,0,0,5,980,980,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA
2352,620000,5,2.5,2540,3832,2,0,0,5,1760,780,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA
2353,467000,3,1,1660,6582,1,0,0,5,1000,660,1946,0,12033 Dayton Ave N,Seattle,WA 98133,USA
2354,683500,3,1.5,1820,5756,1.5,0,0,3,1640,180,1946,0,716 W Etruria St,Seattle,WA 98119,USA
2355,548000,3,2.5,2110,4099,2,0,0,3,2110,0,2001,0,17041 128th Pl NE,Woodinville,WA 98072,USA
2356,413800,3,2,1440,4421,1,0,0,3,1440,0,2007,0,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA
2357,252500,3,2,1900,8002,1,0,0,3,1900,0,1991,0,1209 SW 347th Pl,Federal Way,WA 98023,USA
2358,900000,4,2.25,2460,44431,1,0,0,4,2460,0,1957,2001,539 145th Ave SE,Bellevue,WA 98007,USA
2359,1901000,3,2.5,2660,13367,2,0,2,3,2660,0,1992,0,4612 92nd Ave NE,Yarrow Point,WA 98004,USA
2360,395000,3,1.75,1460,22651,1,0,0,4,1460,0,1961,2001,12921 231st Ave SE,Issaquah,WA 98027,USA
2361,741500,2,2.5,2150,5760,1,0,0,3,2150,0,2010,0,12468 240th Pl NE,Redmond,WA 98053,USA
2362,415000,3,2.5,2280,6031,2,0,0,3,2280,0,2011,0,27927 NE 147th Cir,Duvall,WA 98019,USA
2363,275000,3,1.75,1860,15681,1,0,0,4,1860,0,1971,0,304 SW 316th St,Federal Way,WA 98023,USA
2364,899950,4,3.5,3290,5414,2,0,1,3,2360,930,2006,0,11672 91st Pl NE,Kirkland,WA 98034,USA
2365,324000,3,2.5,1750,7208,2,0,0,3,1750,0,1994,0,11201 SE 190th Pl,Renton,WA 98055,USA
2366,602000,5,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,6305 150th Ave NE,Redmond,WA 98052,USA
2367,337000,3,1.75,1310,12750,1,0,0,3,1310,0,1993,0,14830 203rd Ave SE,Renton,WA 98059,USA
2368,299900,3,2.5,2720,6014,2,0,0,3,2720,0,2002,0,29820 125th Pl SE,Auburn,WA 98092,USA
2369,558000,4,2.25,2060,10358,1,0,0,4,1320,740,1962,0,6132-6198 125th Ave SE,Bellevue,WA 98006,USA
2370,1506000,4,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995,1020 15th Ave E,Seattle,WA 98112,USA
2371,810000,3,1.5,1520,9041,1,0,0,4,1520,0,1954,1979,9530 NE 5th St,Bellevue,WA 98004,USA
2372,295000,3,1.5,1640,7222,2,0,0,4,1640,0,1908,0,9047 4th Ave S,Seattle,WA 98108,USA
2373,276000,1,0.75,370,1801,1,0,0,5,370,0,1923,0,2508 NW 67th St,Seattle,WA 98117,USA
2374,190000,1,1,720,4800,1,0,0,3,720,0,1914,1996,8044-8112 Rainier Ave S,Seattle,WA 98118,USA
2375,1184000,4,2.5,3200,7500,1.5,0,1,5,1860,1340,1948,1985,7344 50th Ave NE,Seattle,WA 98115,USA
2376,558000,4,2,2180,3870,1,0,0,3,1020,1160,1900,2005,729 23rd Ave,Seattle,WA 98122,USA
2377,460000,3,3.5,1600,1431,2,0,0,3,1240,360,2006,0,7906 6th Ave NW,Seattle,WA 98117,USA
2378,379000,2,1,800,6380,1,0,2,3,800,0,1940,1996,1709 NE 86th St,Seattle,WA 98115,USA
2379,267000,3,1,1400,8100,1.5,0,0,3,1400,0,1944,0,11520 36th Ave NE,Seattle,WA 98125,USA
2380,445000,3,3,1970,24318,1,0,0,3,1970,0,2010,0,18819 71st Ave NE,Kenmore,WA 98028,USA
2381,409950,2,1.75,1370,5125,1,0,0,5,1370,0,1944,0,929 N 88th St,Seattle,WA 98103,USA
2382,207000,3,1,1490,8995,1,0,0,4,1490,0,1954,1979,12612 23rd Ave S,Seattle,WA 98168,USA
2383,603500,4,2.5,4060,9734,1,0,4,3,2150,1910,1977,2004,19304 65th Ave NE,Kenmore,WA 98028,USA
2384,400000,3,1,1040,6250,1,0,0,3,1040,0,1942,1999,5440 42nd Ave SW,Seattle,WA 98136,USA
2385,455600,3,2.5,2420,8252,2,0,0,3,2420,0,1998,2006,7000 Autumn Ave SE,Snoqualmie,WA 98065,USA
2386,492000,4,3.75,2810,10840,2,0,2,4,2070,740,1994,0,1410 SW 10th St,North Bend,WA 98045,USA
2387,345000,4,2.75,2250,7412,1,0,0,4,1480,770,1975,0,15801 SE 175th Pl,Renton,WA 98058,USA
2388,675000,4,2.5,3000,5548,2,0,0,3,3000,0,2006,0,11409 SE 71st Pl,Newcastle,WA 98056,USA
2389,650000,4,2.75,1910,16532,1,0,0,4,1420,490,1940,2001,9025 26th Ave NW,Seattle,WA 98117,USA
2390,495000,6,5,3440,4500,2,0,0,3,3280,160,2007,0,321 Hardie Ave NW,Renton,WA 98057,USA
2391,294000,4,2.5,2210,8465,1,0,0,3,1490,720,1990,2009,512 47th St SE,Auburn,WA 98092,USA
2392,542500,5,2.75,3831,13800,2,1,4,3,3831,0,1959,1980,6208 SE 22nd St,Mercer Island,WA 98040,USA
2393,340000,8,2.75,2790,6695,1,0,0,3,1470,1320,1977,2004,17512 Corliss Ave N,Shoreline,WA 98133,USA
2394,532000,5,3,3480,57499,1,0,0,4,2340,1140,1976,1992,23801 SE 162nd St,Issaquah,WA 98027,USA
2395,665000,4,2.5,2790,43091,2,0,0,4,2790,0,1989,0,20324 194th Pl NE,Woodinville,WA 98077,USA
2396,840000,4,2.75,3040,2800,2,0,0,3,2100,940,1906,2014,318 E Mercer St,Seattle,WA 98102,USA
2397,363990,4,2.5,2240,3712,2,0,0,3,2240,0,2014,0,27433-27475 211th Ct SE,Maple Valley,WA 98038,USA
2398,762500,4,2.75,2610,8760,1,0,0,4,1760,850,1978,2000,8208 SE 26th St,Mercer Island,WA 98040,USA
2399,233500,3,2.25,1650,2958,2,0,0,3,1650,0,1985,0,23441 130th Ave SE,Kent,WA 98031,USA
2400,202000,1,1,590,833,1,0,0,4,590,0,1926,1993,701-711 26th Ave,Seattle,WA 98122,USA
2401,257000,4,2.75,2330,7642,1,0,0,3,1800,530,1990,2009,2829 SW 342nd Pl,Federal Way,WA 98023,USA
2402,745641,4,2.5,2440,4850,2,0,0,3,2440,0,2013,1923,11631 170th Ct NE,Redmond,WA 98052,USA
2403,760000,4,2.5,3300,165528,2,0,0,3,3300,0,1984,0,19014 233rd Ave NE,Woodinville,WA 98077,USA
2404,345950,3,2.5,2110,4118,2,0,0,3,2110,0,1989,0,14150-14198 SE 238th Ln,Kent,WA 98042,USA
2405,264000,4,1.75,1820,8118,1,0,0,4,1080,740,1980,0,12632 SE 214th St,Kent,WA 98031,USA
2406,408900,3,1.75,2930,19876,1,0,0,3,2030,900,1993,0,12542 NE 160th Pl,Woodinville,WA 98072,USA
2407,315000,4,2.5,1940,10200,1,0,0,4,1140,800,1977,0,20825 135th Ave SE,Kent,WA 98042,USA
2408,210000,1,1,930,7129,1,0,0,3,930,0,1948,1994,2126 N 130th St,Seattle,WA 98133,USA
2409,1200000,4,3.5,4170,9748,2,0,0,3,4170,0,2004,2003,8264 154th Ave SE,Newcastle,WA 98059,USA
2410,525000,4,2.5,2910,7631,2,0,2,3,2910,0,2006,0,25480 SE 275th Pl,Maple Valley,WA 98038,USA
2411,258000,3,1,1490,7435,1,0,0,3,1120,370,1969,2010,26000-26198 Woodmont Dr S,Des Moines,WA 98198,USA
2412,1090000,4,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,8814 218th Ave NE,Redmond,WA 98053,USA
2413,695000,3,2.5,2390,4555,2,0,0,3,2390,0,2006,0,1118 235th Pl NE,Sammamish,WA 98074,USA
2414,470000,3,1.5,1510,8000,1,0,0,4,1510,0,1956,0,2559 155th Ave SE,Bellevue,WA 98007,USA
2415,446000,4,2.25,2270,7800,1,0,0,3,1290,980,1977,2004,11123 NE 141st Pl,Kirkland,WA 98034,USA
2416,349000,3,1,1010,8184,1,0,0,4,1010,0,1947,1988,15510 9th Ave NE,Shoreline,WA 98155,USA
2417,240000,4,1,1200,2171,1.5,0,0,3,1200,0,1933,0,10720 Stone Ave N,Seattle,WA 98133,USA
2418,426090,3,2.5,2340,5957,2,0,0,3,2340,0,1995,0,7821 NE 147th St,Kenmore,WA 98028,USA
2419,742000,3,3.25,1540,704,3,0,0,3,1540,0,2011,0,1820 E Howell St,Seattle,WA 98122,USA
2420,310000,3,1.75,2070,37904,1,0,0,4,1420,650,1973,0,19654 116th Ave SE,Kent,WA 98031,USA
2421,90000,2,1,580,7500,1,0,0,3,580,0,1943,2002,6621 S 131st Pl,Seattle,WA 98178,USA
2422,370000,4,2.75,3150,67518,1,0,0,4,2250,900,1965,0,10867-11003 SE 295th St,Auburn,WA 98092,USA
2423,395000,2,1,930,6380,1,0,0,4,930,0,1940,2001,548 NE 86th St,Seattle,WA 98115,USA
2424,400000,2,1,840,5510,1,0,0,3,840,0,1955,2005,4515 SW Trenton St,Seattle,WA 98136,USA
2425,195000,3,1.75,1380,7350,1,0,0,3,990,390,1981,2013,18600-18698 SE 259th Pl,Covington,WA 98042,USA
2426,1275000,3,2.5,3870,46609,2,0,3,3,3870,0,1997,0,17002 SE 14th Ln,Bellevue,WA 98008,USA
2427,270000,3,1.75,1390,10905,1,0,0,3,860,530,1957,2000,5601-5605 21st Ave SW,Seattle,WA 98106,USA
2428,482000,3,2.5,2420,7307,2,0,0,3,2420,0,1998,2006,7219 Autumn Ave SE,Snoqualmie,WA 98065,USA
2429,875000,4,2.5,3470,32109,2,0,0,3,3470,0,1995,0,22618 NE 143rd Ct,Woodinville,WA 98077,USA
2430,300000,3,1,1260,8280,1,0,0,3,1260,0,1946,0,2559 NE 98th St,Seattle,WA 98115,USA
2431,364900,3,3,2500,8304,2,0,0,3,2500,0,1997,0,13124 SE 223rd Ct,Kent,WA 98031,USA
2432,300000,4,2.5,2680,15508,2,0,0,3,2680,0,1999,0,4620 SW 333rd Ct,Federal Way,WA 98023,USA
2433,700000,4,3.5,4490,5099,2,0,0,3,3390,1100,2006,0,6818 Pinehurst Ave SE,Snoqualmie,WA 98065,USA
2434,599000,4,2.25,2260,29930,2,0,0,4,1400,860,1977,0,16022 SE 43rd St,Bellevue,WA 98006,USA
2435,440000,3,2.75,1560,7392,1,0,0,5,1030,530,1972,0,15118 119th Ave NE,Kirkland,WA 98034,USA
2436,139000,3,1,1100,17334,1,0,0,3,1100,0,1978,0,33610 51st Ave S,Auburn,WA 98001,USA
2437,245000,3,2,1190,4072,1.5,0,0,5,1190,0,1907,0,8301-8399 47th Ave S,Seattle,WA 98118,USA
2438,739000,4,2.5,2800,246114,2,0,0,3,2800,0,1999,0,6209 284th Way NE,Carnation,WA 98014,USA
2439,850000,4,3.5,2640,5900,2,0,2,3,2640,0,1937,1998,6728 40th Ave SW,Seattle,WA 98136,USA
2440,299900,3,1,1110,8593,1,0,0,3,1110,0,1979,2014,18021 24th Ave NE,Shoreline,WA 98155,USA
2441,540000,3,2,1470,1691,2,0,0,3,1000,470,2007,0,1032 NE 63rd St,Seattle,WA 98115,USA
2442,464000,5,2.5,3400,8970,1,0,0,4,1700,1700,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA
2443,530000,3,2.5,1950,9906,2,0,0,3,1950,0,1988,2000,23438 NE 29th Pl,Sammamish,WA 98074,USA
2444,196440,3,2,1560,7352,1,0,0,3,1560,0,1992,0,130 Main St,Algona,WA 98001,USA
2445,229000,2,1,1190,7408,1,0,0,3,830,360,1941,1994,10427 18th Ave S,Seattle,WA 98168,USA
2446,280000,4,2.25,1930,7207,1,0,0,4,1360,570,1988,0,25011 119th Pl SE,Kent,WA 98030,USA
2447,229500,3,1,1230,6000,1,0,0,4,1230,0,1967,0,1605 21st St NE,Auburn,WA 98002,USA
2448,425000,3,1.75,1680,3000,1,0,2,4,840,840,1900,1971,927 N 79th St,Seattle,WA 98103,USA
2449,575000,3,2.25,1700,3333,1.5,0,0,3,1100,600,1924,2011,6720 4th Ave NW,Seattle,WA 98117,USA
2450,228944.4444,3,1.75,1730,11325,1,0,0,5,1730,0,1972,0,23403 120th Ave SE,Kent,WA 98031,USA
2451,1165000,3,3,3790,5001,2,0,0,3,2810,980,1989,0,3809 E Alder St,Seattle,WA 98122,USA
2452,255000,3,1,960,8100,1,0,0,3,960,0,1955,2005,20234 20th Ave NE,Shoreline,WA 98155,USA
2453,132500,3,1,1080,10500,1,0,0,3,1080,0,1967,2011,4411 S 314th St,Auburn,WA 98001,USA
2454,711600,4,3,3580,9316,2.5,0,0,3,2370,1210,1991,0,15502 SE 18th St,Bellevue,WA 98007,USA
2455,543200,6,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0,15451 22nd Ave SW,Burien,WA 98166,USA
2456,631625,4,2.5,2440,6651,2,0,0,3,2440,0,2014,0,9288-9358 Holman Rd NW,Seattle,WA 98117,USA
2457,505000,3,2.25,1670,1596,2,0,0,3,1220,450,2002,0,3019 30th Ave W,Seattle,WA 98199,USA
2458,325000,3,1,1920,6862,1,0,2,3,1120,800,1952,2008,4602 S Fletcher St,Seattle,WA 98118,USA
2459,675000,5,2.5,3200,6455,2,0,0,3,3200,0,2009,0,6227-6299 Whitaker Ln SE,Snoqualmie,WA 98065,USA
2460,500000,3,1,1150,5100,2,0,0,3,1150,0,1911,2005,3947 SW Austin St,Seattle,WA 98136,USA
2461,450000,3,2,1510,43560,1,0,0,3,1510,0,1954,2005,13611 Bear Creek Rd NE,Woodinville,WA 98077,USA
2462,230000,3,1.75,1400,6956,1,0,0,4,1400,0,1957,2001,10642 SE 200th St,Kent,WA 98031,USA
2463,368000,2,1.5,1660,4680,1,0,0,5,830,830,1908,0,10010 44th Ave SW,Seattle,WA 98146,USA
2464,395000,2,1,1320,1824,1.5,0,0,4,1320,0,1909,1989,2000 30th Ave S,Seattle,WA 98144,USA
2465,450000,2,1,1200,4000,1,0,0,3,1070,130,1940,1996,3026 37th Ave SW,Seattle,WA 98126,USA
2466,1225000,4,2.25,3070,16028,1,0,3,3,1870,1200,1976,0,8434 W Mercer Way,Mercer Island,WA 98040,USA
2467,806000,4,2.5,2500,206474,1,0,0,3,2500,0,1997,0,8510 258th Ave NE,Redmond,WA 98053,USA
2468,2321000,5,4.75,5780,17004,2,0,0,3,4260,1520,2006,0,9403 SE 33rd St,Mercer Island,WA 98040,USA
2469,930000,3,2.5,3100,20553,1,0,0,3,3100,0,1954,2005,1456 NW 185th St,Shoreline,WA 98177,USA
2470,850000,2,1.75,1590,5136,1.5,0,3,3,1320,270,1927,2011,2505 42nd Ave W,Seattle,WA 98199,USA
2471,565000,4,2.75,3130,139392,2,0,0,4,3130,0,1981,0,27705 114th Ave SE,Kent,WA 98030,USA
2472,588500,3,1.75,2330,14892,1,0,0,3,1970,360,1980,0,1833 220th Pl NE,Sammamish,WA 98074,USA
2473,312000,4,2,1300,7054,1,0,0,3,1300,0,1950,2013,2815 SW 107th St,Seattle,WA 98146,USA
2474,532000,3,2.5,1820,4910,2,0,0,3,1820,0,1993,0,25756 SE 41st St,Issaquah,WA 98029,USA
2475,400000,2,1.75,2110,9519,1,0,0,2,2110,0,1948,0,2120 NE 168th St,Shoreline,WA 98155,USA
2476,490000,2,1,880,6380,1,0,0,3,880,0,1938,1994,522 NE 88th St,Seattle,WA 98115,USA
2477,280000,2,1,960,4920,1,0,0,3,960,0,1942,1999,9007 4th Ave NW,Seattle,WA 98117,USA
2478,349950,3,2.5,1700,7496,2,0,0,3,1700,0,1994,0,18901-18937 114th Ct SE,Renton,WA 98055,USA
2479,456000,4,1.75,1670,9886,1,0,0,5,1670,0,1947,0,13205 39th Ave NE,Seattle,WA 98125,USA
2480,2027000,4,3.75,4100,22798,1.5,0,3,5,2540,1560,1934,1979,4520 E Mercer Way,Mercer Island,WA 98040,USA
2481,765000,4,3,4410,5104,2,0,0,3,3400,1010,2006,0,6820 Pinehurst Ave SE,Snoqualmie,WA 98065,USA
2482,523000,3,1.5,1240,7735,1,0,0,4,1240,0,1957,2001,1020 163rd Ave SE,Bellevue,WA 98008,USA
2483,210000,2,1,970,5500,1,0,0,3,970,0,1956,2001,5031 Martin Luther King Jr Way S,Seattle,WA 98118,USA
2484,198000,3,1.5,1430,7347,1,0,0,3,820,610,1980,0,2711 SW 344th Pl,Federal Way,WA 98023,USA
2485,295000,3,1.75,1940,7500,1.5,0,0,4,1940,0,1918,1985,1708 Franklin St,Enumclaw,WA 98022,USA
2486,692500,4,2.75,3710,7984,2,0,0,3,3710,0,1999,0,7313 Chanticleer Ave SE,Snoqualmie,WA 98065,USA
2487,432500,3,2.5,2240,6396,2,0,0,3,2240,0,2002,0,7311 Silent Creek Ave SE,Snoqualmie,WA 98065,USA
2488,420642.8571,3,2,1330,8100,1,0,0,4,1330,0,1969,0,13817 125th Ave NE,Kirkland,WA 98034,USA
2489,585000,5,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0,2500 NE 100th St,Seattle,WA 98125,USA
2490,420000,4,2.5,3040,24123,2,0,0,3,3040,0,1999,0,4620 Kennedy Ave SE,Auburn,WA 98092,USA
2491,265000,3,1,1620,9450,1.5,0,0,3,1620,0,1928,1954,10005 16th Ave S,Seattle,WA 98168,USA
2492,299995,2,1,1060,7200,1,0,0,4,1060,0,1951,1999,1212 NE 162nd St,Shoreline,WA 98155,USA
2493,352000,5,2.5,2420,8560,1,0,2,3,1620,800,1978,0,3723 S Chicago St,Seattle,WA 98118,USA
2494,200000,4,1,1350,11507,1,0,0,3,1350,0,1966,1963,19516-19598 108th Ave SE,Renton,WA 98055,USA
2495,270000,3,2.25,2080,4252,1.5,0,0,3,1550,530,2003,0,20442 137th Ave SE,Kent,WA 98042,USA
2496,772000,3,2.25,1640,1204,3,0,0,3,1640,0,2014,0,122 27th Ave E,Seattle,WA 98112,USA
2497,725000,3,1.5,2500,4774,1.5,0,2,3,1450,1050,1940,1996,4111 1st Ave NW,Seattle,WA 98107,USA
2498,269187.5,3,1.75,1590,27200,1.5,0,0,4,1590,0,1926,1993,19827 SE Maple Valley Hwy,Maple Valley,WA 98038,USA
2499,699000,4,2.5,3280,27441,2,0,0,3,3280,0,1996,0,7435 245th Way NE,Redmond,WA 98053,USA
2500,575000,3,3,1384,1287,2,0,0,3,1144,240,2006,0,1128 10th Ave E,Seattle,WA 98102,USA
2501,237000,3,1,1130,10650,1,0,0,3,1130,0,1954,2005,18504 38th Ave S,SeaTac,WA 98188,USA
2502,485000,2,2.5,1430,923,3,0,0,3,1410,20,2008,0,303 N 55th St,Seattle,WA 98103,USA
2503,619000,4,2,2300,3400,1.5,0,0,5,1550,750,1915,0,308 NW 67th St,Seattle,WA 98117,USA
2504,223000,2,1,910,9869,1,0,0,3,910,0,1957,2000,11644 SE 163rd St,Renton,WA 98058,USA
2505,336900,3,1.75,1780,120661,1,0,0,4,1780,0,1979,0,33030 NE 201st St,Duvall,WA 98019,USA
2506,520000,4,3.5,2680,10000,2,0,0,3,2040,640,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA
2507,525000,3,2.5,2970,11985,1,0,0,3,1770,1200,1995,0,21603 NE 29th St,Sammamish,WA 98074,USA
2508,395300,3,1.5,1120,7000,1,0,0,3,1120,0,1955,2005,1323 145th Ave SE,Bellevue,WA 98007,USA
2509,1337044.2,4,3.5,4280,9583,2,0,0,3,4280,0,2005,0,1415 108th Ave SE,Bellevue,WA 98004,USA
2510,500000,3,2.25,1760,4539,2,0,0,3,1760,0,1988,2000,3728 246th Ave SE,Issaquah,WA 98029,USA
2511,197500,3,1,980,3090,1.5,0,0,3,980,0,1903,2005,4531 S Lucile St,Seattle,WA 98118,USA
2512,790000,4,3.5,3190,31450,2,0,0,3,3190,0,2010,0,11102 Upper Preston Rd SE,Issaquah,WA 98027,USA
2513,269950,3,2.5,1890,4838,2,0,0,3,1730,160,2002,0,4295 S 137th St,Tukwila,WA 98168,USA
2514,329000,4,2.5,1600,6765,1,0,0,3,830,770,1947,2011,6048 26th Ave SW,Seattle,WA 98106,USA
2515,751000,4,2.5,3110,6142,2,0,0,3,3110,0,2004,2003,11461-11577 172nd Ave NE,Redmond,WA 98052,USA
2516,192500,2,1,950,7692,1,0,0,3,950,0,1926,2003,12516 Military Rd S,Seattle,WA 98168,USA
2517,1200000,5,2.75,2910,9480,1.5,0,0,3,2910,0,1939,1969,3534 46th Ave NE,Seattle,WA 98105,USA
2518,429950,3,1.5,2010,9480,1,0,0,3,1570,440,1951,1994,11049 Sand Point Way NE,Seattle,WA 98125,USA
2519,400000,4,2.25,2420,7927,1,0,0,4,1400,1020,1973,0,17812-17818 Stone Ave N,Shoreline,WA 98133,USA
2520,309000,3,1,1092,7500,1.5,0,0,3,1092,0,1918,0,7757 15th Ave SW,Seattle,WA 98106,USA
2521,265000,2,1,1000,31505,1,0,0,3,1000,0,1960,2012,32823 NE 195th St,Duvall,WA 98019,USA
2522,444845,3,2.5,1600,3573,2,0,0,3,1600,0,2013,1923,2821 NE 16th St,Renton,WA 98056,USA
2523,500000,4,2.5,2040,8400,1,0,0,3,1420,620,1963,2008,5803 129th Ave SE,Bellevue,WA 98006,USA
2524,235000,5,2.5,2500,9583,1,0,0,3,1300,1200,1979,2014,1630 S 231st Pl,Des Moines,WA 98198,USA
2525,205000,3,1,1180,8240,1,0,0,4,1180,0,1967,0,30105 10th Ave S,Federal Way,WA 98003,USA
2526,380000,2,1,780,3910,1,0,0,3,780,0,1918,0,4112 38th Ave SW,Seattle,WA 98126,USA
2527,210000,5,2,2050,10200,1,0,0,3,1430,620,1956,2001,20927-20999 2nd Ave S,Des Moines,WA 98198,USA
2528,900000,3,3.5,4080,217697,1.5,0,3,3,4080,0,2000,0,37739 Auburn Enumclaw Rd SE,Auburn,WA 98092,USA
2529,1399950,4,2.75,3870,10046,2,0,0,3,3870,0,2005,0,6515 112th Ave NE,Kirkland,WA 98033,USA
2530,285000,2,2.5,1380,1073,2,0,0,3,1140,240,2011,0,2802 SW Bataan St,Seattle,WA 98126,USA
2531,735000,4,2.25,2270,5102,1,0,0,5,1340,930,1954,0,3613 40th Ave W,Seattle,WA 98199,USA
2532,1185000,3,2.25,2760,40946,2,0,0,5,2760,0,1978,0,13204 NE 45th St,Bellevue,WA 98005,USA
2533,475000,4,2,1790,2250,1,0,2,4,840,950,1909,1989,1017 N 38th St,Seattle,WA 98103,USA
2534,950000,4,3.5,4140,13392,2,0,0,3,4140,0,2000,0,8507 146th Pl SE,Newcastle,WA 98059,USA
2535,831000,4,3,2170,4000,2,0,0,4,1610,560,1982,2011,120 31st Ave E,Seattle,WA 98112,USA
2536,400000,3,2,2260,11305,1,0,0,3,1130,1130,1986,0,2811 Mill Ave S,Renton,WA 98055,USA
